,english,sentiment,vader_sentiment,blob_sentiment
1205,governments around the world must step_up to help_us defeat_coronavirus i’ve_announced a further £m of aid funding for vaccine research following today s g call meaning the uk is going above and beyond in the search for a vaccine ➡️,POSITIVE,NEUTRAL,NEUTRAL
1206,i_want to thank all of our brilliant public_servants not_only in the nhs but_also in the police armed_forces local government social care and elsewhere you have_shown extraordinary_courage in facing this national_emergency our country_owes you a_huge debt of gratitude,POSITIVE,POSITIVE,POSITIVE
1207,thank_you to the incredible_nhs volunteer responders who have signed up today if_you want to sign_up follow this link,POSITIVE,POSITIVE,NEUTRAL
1208,we’re_taking the right measures at the right time it is_vital to slow the spread of the disease so stay_at home_protect the nhs and save_lives stayhomesavelives,NEUTRAL,NEUTRAL,POSITIVE
1209,stay_at home_protect the nhs ♥ save_lives millions of people are already following the rules and helping to save_lives please play your part by_staying at_home stayhomesavelives,POSITIVE,POSITIVE,POSITIVE
1210,your nhs needs you if_you can help the nhs during the coronavirus_pandemic visit ⬇️,POSITIVE,POSITIVE,NEUTRAL
1211,fantastic to see so_many people doing their bit in the fight_against coronavirus if_you want to volunteer to help the nhs you can_do so here,POSITIVE,POSITIVE,POSITIVE
1212,thank_you to the former nhs_staff who have answered the call to support the health service as it_responds to coronavirus now people must stay_at home to support you so that you can be there to support us in our hour of need stayhomesavelives,POSITIVE,POSITIVE,NEUTRAL
1213,our athletes are committed to being the best in their field day in day out to see their chance at olympic_glory postponed is hugely disappointing but they recognise that this means more we_must now show our dedication by_staying at_home protecting the nhs and saving_lives,NEGATIVE,POSITIVE,POSITIVE
1214,this_morning i_chaired the first_ever video_conference cabinet_meeting we_must all do our bit to stop the spread of coronavirus protect our_nhs and save_lives stayhomesavelives,NEUTRAL,POSITIVE,NEUTRAL
1215,at this moment of national_emergency you must stay_at home_protect the nhs and save_lives stayhomesavelives,NEGATIVE,NEUTRAL,NEUTRAL
1216,please_join me for an_important update_on coronavirus_stayhomesavelives,POSITIVE,NEUTRAL,NEUTRAL
1217,these are the people who are saving_lives stay_at home_protect the nhs and save_lives stayhomesavelives,POSITIVE,NEUTRAL,NEUTRAL
1218,if_you don’t follow these instructions you are putting people’s_lives at_risk you must stay_at home to protect our_nhs and save_lives stayhomesavelives,NEGATIVE,POSITIVE,NEUTRAL
1219,stay two_metres apart it s not such a difficult thing do it it really will save_lives coronavirus staysafesavelives,POSITIVE,POSITIVE,NEGATIVE
1220,we_need you to do your_bit to help_us beat_coronavirus please rt stayhomesavelives,POSITIVE,POSITIVE,NEUTRAL
1221,we will get_through this together and we will beat the virus to win this fight we_need everyone to follow our advice as far as_possible we want you to stay_at home the more effectively everyone does this the faster this country will recover stayhomesavelives,POSITIVE,POSITIVE,POSITIVE
1222,this mother’s_day everyone should stop coronavirus spreading keep your mum safe stay_at home_stayhomesavelives mothersday,NEGATIVE,POSITIVE,POSITIVE
1223,thank_you,POSITIVE,NEUTRAL,NEUTRAL
1224,thank_you,POSITIVE,NEUTRAL,NEUTRAL
1225,our amazing_nhs staff want to be there to help you and your_loved ones over the coming_weeks and months you can help_them right_now by_staying inside stayhomesavelives,POSITIVE,POSITIVE,NEUTRAL
1226,josephine sets a great example to us all by postponing her birthday party until we have sent coronavirus_packing together we_can beat_this in the meantime let_s all wish her happy_birthday twice whilst washing_our hands belikejosephine stayhomesavelives,POSITIVE,POSITIVE,POSITIVE
1227,the coming_months will_be challenging but i_want to assure businesses that we are with them every_step of the way stand by your employees stand by your workers because we will stand by you,NEUTRAL,POSITIVE,POSITIVE
1228,we want to protect you but to do so we_need you to do your_bit stayhomesavelives,NEUTRAL,POSITIVE,NEUTRAL
1229,to those going against the advice we_re getting from our experts you re not_only putting your_own life and the lives of your_family at_risk you re endangering the community and you re_making it more difficult for us to protect the nhs and save_lives stayhomesavelives,NEGATIVE,NEUTRAL,NEUTRAL
1230,the more we follow the advice the faster the country will stage both a medical and an economic_recovery in full stayhomesavelives,POSITIVE,NEUTRAL,POSITIVE
1231,we are supporting businesses and workers in a way that government has_never done before if people stay_home then we will not_only save_thousands of lives but we will come_out of this_pandemic all the faster stayhomesavelives,NEUTRAL,POSITIVE,POSITIVE
1232,we are telling cafes pubs bars and restaurants to close tonight as_soon as they reasonably can and not to open tomorrow as far as_possible we want you to stay_at home that’s_how we_can protect our_nhs and save_lives ➡,NEGATIVE,POSITIVE,POSITIVE
1233,nhs_staff are_doing extraordinary work across the country to help our fight_against coronavirus we now need to play our part in supporting them by following the government s guidance and working from home if_you possibly_can,POSITIVE,POSITIVE,POSITIVE
1234,we_can beat_this together but only if we follow government_advice and look out for each_other,POSITIVE,NEUTRAL,NEUTRAL
1235,please be reasonable in your shopping be considerate and thoughtful of others as you do it,POSITIVE,POSITIVE,POSITIVE
1236,her_majesty the queen speaks for us all we all have a vital_role to play we will do_whatever it_takes to beat_this together,POSITIVE,POSITIVE,NEUTRAL
1237,we_can send coronavirus_packing in this country but only if we take the required steps to reduce the peak once we’ve_achieved that then the scientific progress that we are making will really come into play,NEGATIVE,POSITIVE,POSITIVE
1238,i_want to say a_huge thank_you on_behalf of the whole_country to everyone working in our_nhs of every specialism and role in our fight_against the coronavirus_pandemic we’ve_never needed you more_than we do today,POSITIVE,NEUTRAL,NEUTRAL
1239,we_re going to step_up testing for coronavirus covid,NEGATIVE,NEUTRAL,NEUTRAL
1240,the government has announced that schools will close from_monday,NEGATIVE,NEUTRAL,NEUTRAL
1241,after schools shut their gates from friday afternoon they will_remain closed for most pupils for the vast_majority of pupils until further_notice read_more here,NEGATIVE,NEUTRAL,POSITIVE
1242,watch a message from on_coronavirus if anyone in your_household has coronavirus_symptoms you must all stay_at home ❌ do_not visit your_gp or local hospital ✅ visit to check symptoms and follow the advice,NEGATIVE,NEUTRAL,NEUTRAL
1243,we have the resolve and the resources to win the fight_against coronavirus,POSITIVE,POSITIVE,POSITIVE
1244,however tough the months_ahead we have the resolve and the resources to win the fight and to repeat this government will do_whatever it_takes covid,NEUTRAL,POSITIVE,POSITIVE
1245,i_want to say a_huge thank_you on_behalf of the whole_country to everyone working in our_nhs for all your hard_work at this difficult_time,POSITIVE,NEUTRAL,NEUTRAL
1246,“we will do_whatever it_takes ” – coronavirus,POSITIVE,NEUTRAL,NEUTRAL
1247,use these trusted_sources of information for the latest advice and guidance on_coronavirus 🩺 check your symptoms health guidance ℹ all information on_coronavirus,NEUTRAL,NEUTRAL,POSITIVE
1248,today the government has updated its travel guidance with immediate effect we are now advising against all non_essential overseas travel,NEGATIVE,NEUTRAL,NEUTRAL
1249,chris_whitty outlines how updated coronavirus_advice will impact ▶️_people aged ▶️ adults who would normally be_advised to have the flu vaccination ▶️_people with chronic diseases ▶️ pregnant_women,NEGATIVE,POSITIVE,POSITIVE
1250,an_update on the latest coronavirus_advice,NEUTRAL,NEUTRAL,POSITIVE
1251,latest nhs advice if_you have a new_continuous cough_or a high_temperature you should stay_at home for seven_days read the full_guidance now,NEGATIVE,NEUTRAL,POSITIVE
1252,if_you have a new_continuous cough_or a high_temperature degrees_or higher you should stay_at home for days read_more here on how best to protect_yourself and others whilst staying_at home,NEGATIVE,POSITIVE,POSITIVE
1253,if_you have_symptoms of coronavirus it’s important that you stay_at home for seven_days to help protect your friends and neighbours more_info,NEGATIVE,POSITIVE,POSITIVE
1254,this country will get_through this epidemic just as it has got through many tougher experiences before,POSITIVE,POSITIVE,POSITIVE
1255,the uk’s chief_medical officer on the government’s updated advice on covid if_you have a new_continuous cough_or a high_temperature degrees_or higher you should stay_at home for seven_days read the full_guidance now,NEUTRAL,NEUTRAL,POSITIVE
1256,it is with deep_sadness that i_learned that a uk soldier was_killed in the attack at the taji military_base last_night my_thoughts go_out to their_loved ones at this extremely_difficult time,NEGATIVE,NEGATIVE,NEUTRAL
1257,dr_jenny harries deputy_chief medical_officer came into_downing street to answer some of the most commonly asked questions on_coronavirus,NEUTRAL,NEUTRAL,POSITIVE
1258,it is absolutely critical in managing the spread of this_virus that we take the right_decisions at the right time based_on the latest and best evidence,NEUTRAL,POSITIVE,POSITIVE
1259,today i_visited worcestershire to see the recovery efforts and pay_tribute to the emergency_services following flooding,POSITIVE,NEUTRAL,NEUTRAL
1260,fantastic afternoon at twickenham watching the rugby and congratulating the red roses on their recent victory congratulations and well_played,POSITIVE,POSITIVE,POSITIVE
1261,today two_years on from the chemical attack in salisbury my_thoughts remain with all_those impacted it is_heartening to see the historic city welcoming visitors and looking to the future thanks to the strength and character of the community,POSITIVE,POSITIVE,POSITIVE
